add-none,2,100,400,143296,358,0
add-none,2,1000,4000,145993,36,0
add-none,2,10000,40000,865824,21,-655
add-none,2,100000,400000,8094176,20,-4118
add-none,4,100,800,160035,200,0
add-none,4,1000,8000,258803,32,-683
add-none,4,10000,80000,2166735,27,-2514
add-none,4,100000,800000,20243552,25,-10350
add-none,8,100,1600,269960,168,69
add-none,8,1000,16000,576157,36,1139
add-none,8,10000,160000,5890525,36,1446
add-none,8,100000,1600000,54447845,34,-4732
add-yield-none,2,10,40,133702,3342,0
add-yield-none,2,20,80,133580,1669,0
add-yield-none,2,40,160,115301,720,5
add-yield-none,2,80,320,171992,537,69
add-yield-none,2,100,400,196032,490,0
add-yield-none,2,1000,4000,834848,208,3
add-yield-none,2,10000,40000,7149036,178,-157
add-yield-none,2,100000,400000,67701377,169,-1257
add-yield-none,4,10,80,168116,2101,0
add-yield-none,4,20,160,168634,1053,3
add-yield-none,4,40,320,188133,587,17
add-yield-none,4,80,640,231269,361,57
add-yield-none,4,100,800,165770,207,39
add-yield-none,4,1000,8000,980191,122,-178
add-yield-none,4,10000,80000,10224233,127,-2041
add-yield-none,4,100000,800000,90692836,113,-9249
add-yield-none,8,10,160,230752,1442,9
add-yield-none,8,20,320,1483866,4637,0
add-yield-none,8,40,640,301623,471,47
add-yield-none,8,80,1280,243570,190,-18
add-yield-none,8,100,1600,321914,201,8
add-yield-none,8,1000,16000,1823839,113,-28
add-yield-none,8,10000,160000,16038959,100,-771
add-yield-none,8,100000,1600000,164451867,102,-10879
add-yield-none,12,10,240,377194,1571,5
add-yield-none,12,20,480,340456,709,8
add-yield-none,12,40,960,337112,351,127
add-yield-none,12,80,1920,403005,209,219
add-yield-none,12,100,2400,439484,183,-116
add-yield-none,12,1000,24000,2470765,102,182
add-yield-none,12,10000,240000,23761776,99,-1259
add-yield-none,12,100000,2400000,222424106,92,-8659
add-yield-none,2,100,400,215217,538,37
add-none,2,100,400,66258,165,0
add-yield-none,2,1000,4000,808119,202,3
add-none,2,1000,4000,139260,34,-13
add-yield-none,2,10000,40000,7116231,177,-141
add-none,2,10000,40000,486006,12,2750
add-yield-none,2,100000,400000,71893773,179,-3261
add-none,2,100000,400000,6888553,17,-16642
add-yield-none,3,100,600,214660,357,62
add-none,3,100,600,116846,194,0
add-yield-none,3,1000,6000,793399,132,-72
add-none,3,1000,6000,183814,30,591
add-yield-none,3,10000,60000,7592725,126,-422
add-none,3,10000,60000,1448845,24,75
add-yield-none,3,100000,600000,71724259,119,-3842
add-none,3,100000,600000,13499931,22,-5497
add-yield-none,4,100,800,224647,280,78
add-none,4,100,800,153505,191,0
add-yield-none,4,1000,8000,1741111,217,-399
add-none,4,1000,8000,174522,21,520
add-yield-none,4,10000,80000,9634020,120,-1697
add-none,4,10000,80000,1977337,24,-3869
add-yield-none,4,100000,800000,106707334,133,-41320
add-none,4,100000,800000,19017254,23,-15544
add-yield-none,5,100,1000,284158,284,10
add-none,5,100,1000,187769,187,0
add-yield-none,5,1000,10000,1272811,127,-161
add-none,5,1000,10000,281003,28,153
add-yield-none,5,10000,100000,11395884,113,-4126
add-none,5,10000,100000,2797168,27,-3629
add-yield-none,5,100000,1000000,104534428,104,-10913
add-none,5,100000,1000000,30591439,30,-1138
add-yield-none,6,100,1200,313606,261,57
add-none,6,100,1200,226934,189,3
add-yield-none,6,1000,12000,1491291,124,-54
add-none,6,1000,12000,348395,29,-284
add-yield-none,6,10000,120000,12578306,104,-139
add-none,6,10000,120000,4048897,33,-2197
add-yield-none,6,100000,1200000,129809742,108,-8360
add-none,6,100000,1200000,36654229,30,-21749
add-yield-none,7,100,1400,276695,197,-25
add-none,7,100,1400,213619,152,0
add-yield-none,7,1000,14000,1626354,116,-91
add-none,7,1000,14000,295334,21,476
add-yield-none,7,10000,140000,14753908,105,-728
add-none,7,10000,140000,4674576,33,2464
add-yield-none,7,100000,1400000,146303717,104,-16246
add-none,7,100000,1400000,45778283,32,-1640
add-yield-none,8,100,1600,364971,228,39
add-none,8,100,1600,248862,155,-54
add-yield-none,8,1000,16000,1839549,114,207
add-none,8,1000,16000,562931,35,155
add-yield-none,8,10000,160000,16811030,105,-1804
add-none,8,10000,160000,5404895,33,-1493
add-yield-none,8,100000,1600000,166271218,103,-13479
add-none,8,100000,1600000,53542765,33,-6657
add-none,1,1,2,64455,32227,0
add-none,1,10,20,83257,4162,0
add-none,1,100,200,82424,412,0
add-none,1,1000,2000,79375,39,0
add-none,1,10000,20000,216910,10,0
add-none,1,100000,200000,1483696,7,0
add-none,1,1,2,51066,25533,0
add-s,1,1,2,155898,77949,0
add-c,1,1,2,90049,45024,0
add-m,1,1,2,84501,42250,0
add-yield-none,1,1,2,55597,27798,0
add-yield-s,1,1,2,140439,70219,0
add-yield-c,1,1,2,142782,71391,0
add-yield-m,1,1,2,155460,77730,0
add-none,1,10,20,131526,6576,0
add-s,1,10,20,96426,4821,0
add-c,1,10,20,98990,4949,0
add-m,1,10,20,124030,6201,0
add-yield-none,1,10,20,143715,7185,0
add-yield-s,1,10,20,89418,4470,0
add-yield-c,1,10,20,131632,6581,0
add-yield-m,1,10,20,128598,6429,0
add-none,1,100,200,136788,683,0
add-s,1,100,200,153233,766,0
add-c,1,100,200,136717,683,0
add-m,1,100,200,136473,682,0
add-yield-none,1,100,200,122162,610,0
add-yield-s,1,100,200,102436,512,0
add-yield-c,1,100,200,155066,775,0
add-yield-m,1,100,200,189815,949,0
add-none,1,1000,2000,97978,48,0
add-s,1,1000,2000,158121,79,0
add-c,1,1000,2000,146509,73,0
add-m,1,1000,2000,188319,94,0
add-yield-none,1,1000,2000,565640,282,0
add-yield-s,1,1000,2000,645498,322,0
add-yield-c,1,1000,2000,604618,302,0
add-yield-m,1,1000,2000,605711,302,0
add-none,1,10000,20000,210239,10,0
add-s,1,10000,20000,353423,17,0
add-c,1,10000,20000,358113,17,0
add-m,1,10000,20000,1085120,54,0
add-yield-none,1,10000,20000,4762475,238,0
add-yield-s,1,10000,20000,4801485,240,0
add-yield-c,1,10000,20000,4620139,231,0
add-yield-m,1,10000,20000,4947124,247,0
add-none,1,100000,200000,1395531,6,0
add-s,1,100000,200000,2534128,12,0
add-c,1,100000,200000,2495868,12,0
add-m,1,100000,200000,6142943,30,0
add-yield-none,1,100000,200000,43839699,219,0
add-yield-s,1,100000,200000,44671737,223,0
add-yield-c,1,100000,200000,45022028,225,0
add-yield-m,1,100000,200000,47653675,238,0
add-none,2,1,4,130898,32724,0
add-s,2,1,4,135524,33881,0
add-c,2,1,4,124268,31067,0
add-m,2,1,4,124514,31128,0
add-yield-none,2,1,4,129467,32366,0
add-yield-s,2,1,4,132545,33136,0
add-yield-c,2,1,4,123427,30856,0
add-yield-m,2,1,4,146738,36684,0
add-none,2,10,40,131195,3279,0
add-s,2,10,40,127923,3198,0
add-c,2,10,40,71202,1780,0
add-m,2,10,40,78296,1957,0
add-yield-none,2,10,40,71669,1791,7
add-yield-s,2,10,40,74195,1854,0
add-yield-c,2,10,40,67745,1693,0
add-yield-m,2,10,40,87746,2193,0
add-none,2,100,400,97507,243,0
add-s,2,100,400,96844,242,0
add-c,2,100,400,73739,184,0
add-m,2,100,400,83476,208,0
add-yield-none,2,100,400,165210,413,46
add-yield-s,2,100,400,217616,544,0
add-yield-c,2,100,400,190491,476,0
add-yield-m,2,100,400,259573,648,0
add-none,2,1000,4000,77316,19,32
add-s,2,1000,4000,123193,30,0
add-c,2,1000,4000,186060,46,0
add-m,2,1000,4000,245045,61,0
add-yield-none,2,1000,4000,857973,214,40
add-yield-s,2,1000,4000,1650801,412,0
add-yield-c,2,1000,4000,1339740,334,0
add-yield-m,2,1000,4000,1898037,474,0
add-none,2,10000,40000,798033,19,-4273
add-s,2,10000,40000,2013271,50,0
add-c,2,10000,40000,1639752,40,0
add-m,2,10000,40000,3885364,97,0
add-yield-none,2,10000,40000,7186988,179,-773
add-yield-s,2,10000,40000,12165560,304,0
add-yield-c,2,10000,40000,14189058,354,0
add-yield-m,2,10000,40000,18732280,468,0
add-none,2,100000,400000,5920628,14,-16795
add-s,2,100000,400000,14826478,37,0
add-c,2,100000,400000,13322436,33,0
add-m,2,100000,400000,22516761,56,0
add-yield-none,2,100000,400000,68088816,170,-4394
add-yield-s,2,100000,400000,129848252,324,0
add-yield-c,2,100000,400000,133097364,332,0
add-yield-m,2,100000,400000,155147136,387,0
add-none,4,1,8,156028,19503,0
add-s,4,1,8,102731,12841,0
add-c,4,1,8,141282,17660,0
add-m,4,1,8,179557,22444,0
add-yield-none,4,1,8,165721,20715,0
add-yield-s,4,1,8,178614,22326,0
add-yield-c,4,1,8,155381,19422,0
add-yield-m,4,1,8,168594,21074,0
add-none,4,10,80,155228,1940,0
add-s,4,10,80,165664,2070,0
add-c,4,10,80,217172,2714,0
add-m,4,10,80,103243,1290,0
add-yield-none,4,10,80,120248,1503,10
add-yield-s,4,10,80,170670,2133,0
add-yield-c,4,10,80,164413,2055,0
add-yield-m,4,10,80,169736,2121,0
add-none,4,100,800,171450,214,0
add-s,4,100,800,177520,221,0
add-c,4,100,800,179755,224,0
add-m,4,100,800,161904,202,0
add-yield-none,4,100,800,236970,296,40
add-yield-s,4,100,800,523612,654,0
add-yield-c,4,100,800,450795,563,0
add-yield-m,4,100,800,709548,886,0
add-none,4,1000,8000,213956,26,246
add-s,4,1000,8000,940388,117,0
add-c,4,1000,8000,782571,97,0
add-m,4,1000,8000,1705925,213,0
add-yield-none,4,1000,8000,950265,118,-84
add-yield-s,4,1000,8000,3518072,439,0
add-yield-c,4,1000,8000,4447775,555,0
add-yield-m,4,1000,8000,6485027,810,0
add-none,4,10000,80000,2212903,27,-4587
add-s,4,10000,80000,11143096,139,0
add-c,4,10000,80000,10535597,131,0
add-m,4,10000,80000,15440449,193,0
add-yield-none,4,10000,80000,10136527,126,-1518
add-yield-s,4,10000,80000,29777327,372,0
add-yield-c,4,10000,80000,40461148,505,0
add-yield-m,4,10000,80000,61672130,770,0
add-none,4,100000,800000,21087178,26,-34391
add-s,4,100000,800000,79728656,99,0
add-c,4,100000,800000,97972529,122,0
add-m,4,100000,800000,163840087,204,0
add-yield-none,4,100000,800000,91862457,114,-9628
add-yield-s,4,100000,800000,394705316,493,0
add-yield-c,4,100000,800000,392275835,490,0
add-yield-m,4,100000,800000,624279249,780,0
add-none,8,1,16,199995,12499,0
add-s,8,1,16,669412,41838,0
add-c,8,1,16,265579,16598,0
add-m,8,1,16,277169,17323,0
add-yield-none,8,1,16,256060,16003,0
add-yield-s,8,1,16,212503,13281,0
add-yield-c,8,1,16,219399,13712,0
add-yield-m,8,1,16,203095,12693,0
add-none,8,10,160,174814,1092,0
add-s,8,10,160,204898,1280,0
add-c,8,10,160,223120,1394,0
add-m,8,10,160,195134,1219,0
add-yield-none,8,10,160,226920,1418,0
add-yield-s,8,10,160,216767,1354,0
add-yield-c,8,10,160,287059,1794,0
add-yield-m,8,10,160,252174,1576,0
add-none,8,100,1600,199904,124,43
add-s,8,100,1600,184125,115,0
add-c,8,100,1600,239388,149,0
add-m,8,100,1600,247982,154,0
add-yield-none,8,100,1600,315479,197,84
add-yield-s,8,100,1600,896470,560,0
add-yield-c,8,100,1600,993684,621,0
add-yield-m,8,100,1600,1766935,1104,0
add-none,8,1000,16000,451694,28,-120
add-s,8,1000,16000,3779047,236,0
add-c,8,1000,16000,3643624,227,0
add-m,8,1000,16000,2833477,177,0
add-yield-none,8,1000,16000,1722051,107,-139
add-yield-s,8,1000,16000,8922977,557,0
add-yield-c,8,1000,16000,11116405,694,0
add-yield-m,8,1000,16000,17072878,1067,0
add-none,8,10000,160000,6222325,38,703
add-s,8,10000,160000,35056861,219,0
add-c,8,10000,160000,41104272,256,0
add-m,8,10000,160000,26208022,163,0
add-yield-none,8,10000,160000,16905791,105,-796
add-yield-s,8,10000,160000,114740709,717,0
add-yield-c,8,10000,160000,86727874,542,0
add-yield-m,8,10000,160000,157877841,986,0
add-none,8,100000,1600000,54393227,33,-5475
add-s,8,100000,1600000,357277129,223,0
add-c,8,100000,1600000,310650303,194,0
add-m,8,100000,1600000,265461614,165,0
add-yield-none,8,100000,1600000,160960709,100,-13770
add-yield-s,8,100000,1600000,882367678,551,0
add-yield-c,8,100000,1600000,1045194596,653,0
add-yield-m,8,100000,1600000,1620925851,1013,0
add-none,12,1,24,429843,17910,0
add-s,12,1,24,332524,13855,0
add-c,12,1,24,335865,13994,0
add-m,12,1,24,326485,13603,0
add-yield-none,12,1,24,289958,12081,0
add-yield-s,12,1,24,321747,13406,0
add-yield-c,12,1,24,305347,12722,0
add-yield-m,12,1,24,260401,10850,0
add-none,12,10,240,262973,1095,0
add-s,12,10,240,262305,1092,0
add-c,12,10,240,244257,1017,0
add-m,12,10,240,248082,1033,0
add-yield-none,12,10,240,281359,1172,0
add-yield-s,12,10,240,271135,1129,0
add-yield-c,12,10,240,966299,4026,0
add-yield-m,12,10,240,574189,2392,0
add-none,12,100,2400,311245,129,0
add-s,12,100,2400,490887,204,0
add-c,12,100,2400,290357,120,0
add-m,12,100,2400,502200,209,0
add-yield-none,12,100,2400,367751,153,-10
add-yield-s,12,100,2400,2088854,870,0
add-yield-c,12,100,2400,1857817,774,0
add-yield-m,12,100,2400,2913271,1213,0
add-none,12,1000,24000,954503,39,640
add-s,12,1000,24000,7679309,319,0
add-c,12,1000,24000,8066438,336,0
add-m,12,1000,24000,3712592,154,0
add-yield-none,12,1000,24000,2447426,101,-169
add-yield-s,12,1000,24000,20307148,846,0
add-yield-c,12,1000,24000,17846384,743,0
add-yield-m,12,1000,24000,24839236,1034,0
add-none,12,10000,240000,9634733,40,1016
add-s,12,10000,240000,91260412,380,0
add-c,12,10000,240000,84946217,353,0
add-m,12,10000,240000,34932991,145,0
add-yield-none,12,10000,240000,23514262,97,-1123
add-yield-s,12,10000,240000,181837087,757,0
add-yield-c,12,10000,240000,194339878,809,0
add-yield-m,12,10000,240000,220965705,920,0
add-none,12,100000,2400000,96521627,40,-17065
add-s,12,100000,2400000,734270482,305,0
add-c,12,100000,2400000,810859725,337,0
add-m,12,100000,2400000,348324952,145,0
add-yield-none,12,100000,2400000,242306359,100,-13879
add-yield-s,12,100000,2400000,1928329471,803,0
add-yield-c,12,100000,2400000,1759639585,733,0
add-yield-m,12,100000,2400000,2257685026,940,0
